"Boro.","Ward","Borough","Constituency","WardName","Elected","Candidate","Party","Vote",,,,,,,,,,,,,
16,6,"Hillingdon",,"Eastcote and East Ruislip","*","Dann, Catherine S.","Conservative",3125,,,,,,,,,,,,,
16,6,"Hillingdon",,"Eastcote and East Ruislip",,"Gettleson, Mark C.","Liberal Democrat",758,,,,,,,,,,,,,
16,6,"Hillingdon",,"Eastcote and East Ruislip",,"Jackson, Matilda","Liberal Democrat",749,,,,,,,,,,,,,
16,6,"Hillingdon",,"Eastcote and East Ruislip",,"O`Shea, Anne","Labour",439,,,,,,,,,,,,,
16,6,"Hillingdon",,"Eastcote and East Ruislip",,"Oswell, Jill R.","Labour",380,,,,,,,,,,,,,
16,6,"Hillingdon",,"Eastcote and East Ruislip","*","Payne, David W.","Conservative",2976,,,,,,,,,,,,,
16,6,"Hillingdon",,"Eastcote and East Ruislip",,"Turvey, Mary","Labour",364,,,,,,,,,,,,,
16,7,"Hillingdon",,"Harefield",,"Asquith, Jeremy E.C.","Liberal Democrat",218,,,,,,,,,,,,,
16,7,"Hillingdon",,"Harefield","*","Barnes, Richard M.","Conservative",1279,,,,,,,,,,,,,
16,7,"Hillingdon",,"Harefield",,"Chopping, Iain R.","Labour",375,,,,,,,,,,,,,
16,7,"Hillingdon",,"Harefield",,"Costard, Ian","National Front",581,,,,,,,,,,,,,
16,7,"Hillingdon",,"Harefield",,"Eginton, Anthony C.T.","Labour",376,,,,,,,,,,,,,
16,7,"Hillingdon",,"Harefield","*","Higgins, Henry G.","Conservative",1102,,,,,,,,,,,,,
16,7,"Hillingdon",,"Harefield",,"Marshall, Alison C.","Liberal Democrat",256,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages","*","Buttivant, Paul J.","Conservative",870,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages","*","Dhillon, Santokh S.","Labour",928,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages",,"Dollimore, Peter J.","Liberal Democrat",207,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages",,"Fewkes, Gordon J.H.","Conservative",741,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages",,"Money, Edgar","Labour",802,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages",,"Nicholson, Geraldine","Independent",789,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages",,"Nielsen, Carl J.","Liberal Democrat",221,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages",,"O`Connor, Phillip M.","Conservative",784,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages",,"Sherwood, Philip T.","Liberal Democrat",379,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages","*","Smart, Anita G.","Labour",880,,,,,,,,,,,,,
16,8,"Hillingdon",,"Heathrow Villages",,"Taylor, Christine M.","Independent",806,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East","*","Barker, Timothy R.J.","Conservative",1279,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East",,"Bergdahl, Jonathan A.W.","Independent",222,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East",,"Cooke, Montague B.H.","Liberal Democrat",1135,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East","*","Jackson, Patricia M.","Conservative",1200,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East",,"Khursheed, Imran","Labour",554,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East",,"Merriman, Glyndwr J.","Conservative",1152,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East","*","Rhodes, Jill","Liberal Democrat",1303,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East",,"Scallan, John","Labour",677,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East",,"Singh, Jagjit","Labour",591,,,,,,,,,,,,,
16,9,"Hillingdon",,"Hillingdon East",,"Vernazza, Andrew","Liberal Democrat",1195,,,,,,,,,,,,,
16,10,"Hillingdon",,"Ickenham",,"Cooke, Mary E.","Liberal Democrat",769,,,,,,,,,,,,,
16,10,"Hillingdon",,"Ickenham",,"Healy, Michael J.","Liberal Democrat",740,,,,,,,,,,,,,
16,10,"Hillingdon",,"Ickenham","*","Hensley, John K.E.","Conservative",2022,,,,,,,,,,,,,
16,10,"Hillingdon",,"Ickenham",,"Long, Vivian L.","Green",512,,,,,,,,,,,,,
16,10,"Hillingdon",,"Ickenham",,"Outhwaite, Mary","Liberal Democrat",750,,,,,,,,,,,,,
16,10,"Hillingdon",,"Ickenham","*","Puddifoot, Raymond J.","Conservative",2122,,,,,,,,,,,,,
16,10,"Hillingdon",,"Ickenham","*","Simmonds, David T.","Conservative",1869,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor",,"Barrand, Susan M.","Liberal Democrat",1634,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor","*","Cox, Michael F.","Liberal Democrat",1888,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor",,"Espley, Paul W.","Labour",345,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor",,"Fowler, Keith G.W.","Green",300,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor",,"Gettleson, Michael J.","Liberal Democrat",1685,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor",,"Jolinon, Marcel V.","Conservative",1828,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor",,"Lee, Graham J.","Green",497,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor","*","Markham, Michael J.","Conservative",1925,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor","*","Mills, Douglas S.","Conservative",1951,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor",,"Rawana, Sabelo","Labour",302,,,,,,,,,,,,,
16,11,"Hillingdon",,"Manor",,"Young, Stephen","Green",342,,,,,,,,,,,,,
16,12,"Hillingdon",,"Northwood",,"Baker, Fionuala M.","Liberal Democrat",739,,,,,,,,,,,,,
16,12,"Hillingdon",,"Northwood",,"Baker, Keith W.","Liberal Democrat",688,,,,,,,,,,,,,
16,12,"Hillingdon",,"Northwood","*","Lewis, Richard A.","Conservative",2315,,,,,,,,,,,,,
16,12,"Hillingdon",,"Northwood","*","Oakley, Ian","Conservative",2090,,,,,,,,,,,,,
16,12,"Hillingdon",,"Northwood",,"Prue, Alan G.","Independent",479,,,,,,,,,,,,,
16,12,"Hillingdon",,"Northwood","*","Seaman-Digby, Scott M.","Conservative",2130,,,,,,,,,,,,,
16,12,"Hillingdon",,"Northwood",,"Winterbotham, Melanie M.","Liberal Democrat",585,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills",,"Bartlett, Margaret M.","Labour",445,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills",,"Beardsley, Paul R.","Liberal Democrat",418,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills","*","Bianco, Jonathan P.S.","Conservative",1960,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills","*","Bishop, David A.","Conservative",2122,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills",,"Blundell, Alan T.","Labour",438,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills",,"Blundell, Dorothy J.","Labour",437,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills",,"Grossman, Helena J.","Green",387,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills",,"Honeygold, Derek J.","Liberal Democrat",477,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills",,"Klein, Alan H.","Liberal Democrat",359,,,,,,,,,,,,,
16,13,"Hillingdon",,"Northwood Hills","*","Retter, Andrew J.","Conservative",1972,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell",,"Almond, Gwendoline M.","Liberal Democrat",322,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell","*","Duncan, Janet S.M.","Labour",1575,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell",,"Howell, Marion","Conservative",832,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell",,"Johal, Amarjit S.","Conservative",707,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell",,"Kitt, Ian W.","Liberal Democrat",274,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell",,"Lewis, Robert W.","Independent",489,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell",,"Mills, Richard J.","Conservative",731,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell","*","Oswell, John L.","Labour",1616,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell","*","Sandhu, Avtar S.","Labour",1594,,,,,,,,,,,,,
16,14,"Hillingdon",,"Pinkwell",,"Tsambas, Thelma","Liberal Democrat",214,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip",,"Chamdal, Labhaya R.","Liberal Democrat",1106,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip",,"Curley, John O.","Liberal Democrat",1334,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip",,"Gray, Simon J.","Labour",530,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip","*","Harper-O`Neill, Shirley A.","Conservative",1473,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip","*","Kauffman, Allan G.","Conservative",1470,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip","*","Kelly, Judy A.","Conservative",1434,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip",,"Little, Anthony J.","Liberal Democrat",1052,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip",,"Mathur, Shashi P.","Labour",466,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip",,"Nunn, Robert P.M.","Labour",484,,,,,,,,,,,,,
16,15,"Hillingdon",,"South Ruislip",,"Shaw, Peter","National Front",561,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield",,"Ahmad, Imtiaz","Conservative",637,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield","*","Allen, Linda J.","Labour",1503,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield",,"Austin, Helen R.","Liberal Democrat",352,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield",,"Jacobs, Margaret B.","Liberal Democrat",323,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield",,"Langley, Alfred G.","Conservative",743,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield","*","Nunn-Price, Norman H.","Labour",1358,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield",,"Parish, Stanley","Conservative",657,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield","*","Sansarpuri, Robin","Labour",1379,,,,,,,,,,,,,
16,16,"Hillingdon",,"Townfield",,"Underwood, Paul","Liberal Democrat",334,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North","*","Barrett, Josephine M.","Conservative",2240,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North","*","Cooper, George E.","Conservative",2212,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North",,"Holland, Eileen T.","Liberal Democrat",519,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North",,"McDonald, Margaret T.","Labour",597,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North",,"Mcdonald, Peter L.","Labour",560,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North",,"Rider, Bronwyn A.","Green",534,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North",,"Vernazza, Jennifer","Liberal Democrat",517,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North",,"Wainwright, Margaret G.V.","Liberal Democrat",542,,,,,,,,,,,,,
16,17,"Hillingdon",,"Uxbridge North","*","Yarrow, David A.","Conservative",1982,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South","*","Burrows, Keith E.","Conservative",1689,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South",,"Cooper, Garry J.","Labour",916,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South","*","Cooper, Judith V.","Conservative",1637,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South",,"David, Andrew P.","Liberal Democrat",432,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South",,"El-Shayyal, Jamaluddin","Labour",685,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South",,"Reap, Margaret B.","Liberal Democrat",357,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South","*","Routledge, David W.","Conservative",1614,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South",,"Rowlands, Russell","Labour",789,,,,,,,,,,,,,
16,18,"Hillingdon",,"Uxbridge South",,"Young, Hazel B.M.","Liberal Democrat",391,,,,,,,,,,,,,
16,19,"Hillingdon",,"West Drayton","*","Banks, Ann F.","Conservative",1890,,,,,,,,,,,,,
16,19,"Hillingdon",,"West Drayton",,"Bignold, Christine E.","Liberal Democrat",535,,,,,,,,,,,,,
16,19,"Hillingdon",,"West Drayton","*","Bull, Michael J.D.","Conservative",1835,,,,,,,,,,,,,
16,19,"Hillingdon",,"West Drayton","*","Horn, Graham E.M.","Conservative",1615,,,,,,,,,,,,,
16,19,"Hillingdon",,"West Drayton",,"Pereira, Alfredo T.","Labour",951,,,,,,,,,,,,,
16,19,"Hillingdon",,"West Drayton",,"Stocker, Catherine","Labour",1019,,,,,,,,,,,,,
16,19,"Hillingdon",,"West Drayton",,"Usher, Michael S.","Labour",905,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip",,"Campbell, John","Labour",316,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip",,"Clark, Sarah A.","Labour",295,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip","*","Corthorne, Philip N.","Conservative",1974,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip",,"Cowan-Bates, Vince","Green",374,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip","*","Crowe, Brian C.","Conservative",1890,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip",,"Gibbs, Nicholas P.","Liberal Democrat",1201,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip",,"Patankar, Salil S.","Liberal Democrat",930,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip","*","Stone, Solveig","Conservative",1831,,,,,,,,,,,,,
16,20,"Hillingdon",,"West Ruislip",,"Weisenberger, Nicola A.C.","Liberal Democrat",972,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading","*","Allam, David R.","Labour",1567,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading",,"Bennett, Geoffrey G.","Liberal Democrat",358,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading",,"Czarniecki, Peter J.","Conservative",747,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading","*","Garg, Sidharath","Labour",1464,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading","*","Harmsworth, Paul K.","Labour",1408,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading",,"Hunn, Patricia E.","Conservative",868,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading",,"Jacobs, Geoffrey A.","Liberal Democrat",296,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading",,"Knight, John E.","Conservative",752,,,,,,,,,,,,,
16,21,"Hillingdon",,"Yeading",,"Parsonage, Neville G.","Liberal Democrat",296,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley",,"Ali, Mukhtar A.","Liberal Democrat",310,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley","*","Bartram, Kenneth A.","Conservative",1193,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley",,"Burles, Anthony","Labour",909,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley",,"Chamdal, Reeta","Liberal Democrat",277,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley","*","Kemp, Elizabeth H.","Conservative",1211,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley","*","Kemp, Peter","Conservative",1188,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley",,"Mallick, Saghaer A.","Liberal Democrat",262,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley",,"Sethi, Paramjit K.","Labour",815,,,,,,,,,,,,,
16,22,"Hillingdon",,"Yiewsley",,"Way, Marion","Labour",873,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Banerji, Reetendra N.","Liberal Democrat",583,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Catherall, Clara E.","Conservative",549,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Dhiri, Manohar L.","Conservative",474,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Heydon, Rachel A.","Labour",670,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont","*","Hills, Peter R.","Independent Alliance",749,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Horwell, Kenneth J.","Independent Alliance",642,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont","*","Howliston, John A.","Liberal Democrat",882,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Hughes, David M.","Labour",629,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Lobo, Julius   ","Independent Alliance",533,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Mushiso, Ronald   ","Conservative",452,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont",,"Rach, Girish A.","Liberal Democrat",574,,,,,,,,,,,,,
17,1,"Hounslow",,"Bedfont","*","Virk, Jiwan K.","Labour",745,,,,,,,,,,,,,
17,2,"Hounslow",,"Brentford","*","Cadbury, Ruth   ","Labour",1447,,,,,,,,,,,,,
17,2,"Hounslow",,"Brentford","*","Dakers, Andrew S.","Liberal Democrat",1265,,,,,,,,,,,,,
17,2,"Hounslow",,"Brentford","*","Harmer, Matthew J.","Labour",1313,,,,,,,,,,,,,
17,2,"Hounslow",,"Brentford",,"Hearn, Thomas S. ","Conservative",824,,,,,,,,,,,,,
17,2,"Hounslow",,"Brentford",,"Hunt, John G.","Green",815,,,,,,,,,,,,,
17,2,"Hounslow",,"Brentford",,"Kumar, Sunaina   ","Liberal Democrat",947,,,,,,,,,,,,,
17,2,"Hounslow",,"Brentford",,"Sheerins, Alan   ","Labour",1214,,,,,,,,,,,,,
17,3,"Hounslow",,"Chiswick Homefields",,"Ballentyne, Phyllis A.","Liberal Democrat",698,,,,,,,,,,,,,
17,3,"Hounslow",,"Chiswick Homefields",,"Bleach, Martin J.","Green",628,,,,,,,,,,,,,
17,3,"Hounslow",,"Chiswick Homefields",,"Glennerster, Ann D.","Labour",657,,,,,,,,,,,,,
17,3,"Hounslow",,"Chiswick Homefields","*","McGregor, Gerald A.R.","Conservative",1654,,,,,,,,,,,,,
17,3,"Hounslow",,"Chiswick Homefields",,"Needham, Caroline F.","Labour",591,,,,,,,,,,,,,
17,3,"Hounslow",,"Chiswick Homefields","*","Oulds, Robert   ","Conservative",1540,,,,,,,,,,,,,
17,3,"Hounslow",,"Chiswick Homefields",,"Soley, Anita   ","Labour",565,,,,,,,,,,,,,
17,3,"Hounslow",,"Chiswick Homefields","*","Todd, John R.","Conservative",1608,,,,,,,,,,,,,
17,4,"Hounslow",,"Chiswick Riverside","*","Barwood, Felicity","Conservative",1803,,,,,,,,,,,,,
17,4,"Hounslow",,"Chiswick Riverside",,"Delaney, Matthew C.","Labour",694,,,,,,,,,,,,,
17,4,"Hounslow",,"Chiswick Riverside",,"Devaney, John F.L.","Green",698,,,,,,,,,,,,,
17,4,"Hounslow",,"Chiswick Riverside","*","Kinghorn, Robert R.F.","Conservative",1709,,,,,,,,,,,,,
17,4,"Hounslow",,"Chiswick Riverside","*","Lynch, Paul K.J.","Conservative",1775,,,,,,,,,,,,,
17,4,"Hounslow",,"Chiswick Riverside",,"Malhotra, Mukesh","Labour",509,,,,,,,,,,,,,
17,4,"Hounslow",,"Chiswick Riverside",,"Smith, Pamela J.","Labour",713,,,,,,,,,,,,,
17,4,"Hounslow",,"Chiswick Riverside",,"Thomas, Julie V.","Liberal Democrat",795,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford",,"Austin, Jack H.","Conservative",491,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford","*","Chaudhary, Mohammed H.","Labour",1275,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford",,"Darley, Andrew S.","Liberal Democrat",417,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford","*","Dhillon, Poonam","Labour",1346,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford",,"Gill, Sarbjit S.","Independent Alliance",971,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford",,"Hameed, Saima","Liberal Democrat",431,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford",,"Kad, Parmod K.","Independent Alliance",922,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford",,"Maras, Sukhdev S.","Independent Alliance",815,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford",,"Pracher, Warwick W.","Independent",61,,,,,,,,,,,,,
17,5,"Hounslow",,"Cranford","*","Sangha, Sohan S.","Labour",1254,,,,,,,,,,,,,
17,6,"Hounslow",,"Feltham North","*","Bowen, Robert M.","Conservative",1917,,,,,,,,,,,,,
17,6,"Hounslow",,"Feltham North",,"Carmen, Michael N.","Labour",709,,,,,,,,,,,,,
17,6,"Hounslow",,"Feltham North",,"Chambers, Pamela J.","National Front",411,,,,,,,,,,,,,
17,6,"Hounslow",,"Feltham North",,"Edwards, Douglas C.C.","Liberal Democrat",301,,,,,,,,,,,,,
17,6,"Hounslow",,"Feltham North",,"Hunt, Michael J.","Labour",750,,,,,,,,,,,,,
17,6,"Hounslow",,"Feltham North","*","Hutchison, Gillian","Conservative",1491,,,,,,,,,,,,,
17,6,"Hounslow",,"Feltham North",,"Sarai, Harbinder","Labour",645,,,,,,,,,,,,,
17,6,"Hounslow",,"Feltham North","*","Wilson, Allan","Conservative",1477,,,,,,,,,,,,,
17,7,"Hounslow",,"Feltham West",,"Chopra, Krishan L.","Labour",767,,,,,,,,,,,,,
17,7,"Hounslow",,"Feltham West","*","Cooper, John H.","Labour",879,,,,,,,,,,,,,
17,7,"Hounslow",,"Feltham West",,"Dhiri, Meenu","Conservative",759,,,,,,,,,,,,,
17,7,"Hounslow",,"Feltham West","*","Harris, Barbara E.A.","Conservative",1082,,,,,,,,,,,,,
17,7,"Hounslow",,"Feltham West",,"McCallister, Francis S.","National Front",598,,,,,,,,,,,,,
17,7,"Hounslow",,"Feltham West","*","Pitt, Peter S.","Conservative",988,,,,,,,,,,,,,
17,7,"Hounslow",,"Feltham West",,"Scarlett, Sarah L.","Labour",791,,,,,,,,,,,,,
17,7,"Hounslow",,"Feltham West",,"Singh, Lakhbir","Liberal Democrat",429,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth",,"Chaudri, Abid J.","Labour",530,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth",,"Cullinane, Sandra","Conservative",579,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth","*","Morgan-Watts, Andrew A.","Liberal Democrat",1110,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth","*","Morgan-Watts, Drew M.","Liberal Democrat",1039,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth","*","Nakamura, Linda M.","Liberal Democrat",825,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth",,"Nannar, Kirpa S.","Labour",482,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth",,"Ogunseye, Michael K.","Labour",536,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth",,"Smith, Stephen P.","Green",380,,,,,,,,,,,,,
17,8,"Hounslow",,"Hanworth",,"Williams, Roger","Independent",291,,,,,,,,,,,,,
17,9,"Hounslow",,"Hanworth Park","*","Buckner, Harley F.W.","Conservative",1385,,,,,,,,,,,,,
17,9,"Hounslow",,"Hanworth Park",,"Ellar, Colin","Labour",804,,,,,,,,,,,,,
17,9,"Hounslow",,"Hanworth Park",,"Matovu, Harris","Liberal Democrat",498,,,,,,,,,,,,,
17,9,"Hounslow",,"Hanworth Park",,"Smith, Vanessa K.","Independent Alliance",440,,,,,,,,,,,,,
17,9,"Hounslow",,"Hanworth Park","*","Stewart, Rebecca L.","Conservative",1418,,,,,,,,,,,,,
17,9,"Hounslow",,"Hanworth Park",,"Walmsley, Stuart","Labour",840,,,,,,,,,,,,,
17,9,"Hounslow",,"Hanworth Park",,"Wason, Bobbie","Labour",795,,,,,,,,,,,,,
17,9,"Hounslow",,"Hanworth Park","*","Williams, Beverley S.","Conservative",1374,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central",,"Brown, Sheila J.","Independent Alliance",739,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central","*","Dhillon, Gopal S.","Labour",1133,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central","*","Gill, Mohinder S.","Labour",1129,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central",,"Jangra, Arti","Conservative",832,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central",,"Malik, Karamat A.","Independent Alliance",717,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central",,"Patel, Narinderjit K.","Liberal Democrat",337,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central",,"Purewal, Naman W.K.","Conservative",801,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central",,"Sidhu, Jagjit S.","Independent Alliance",573,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central",,"Taank, Nathalal J.","Conservative",781,,,,,,,,,,,,,
17,10,"Hounslow",,"Heston Central","*","Vaught, Peta V.","Labour",972,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East",,"Adamaszek, Regine A.","Liberal Democrat",297,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East","*","Gill, Shivcharn S.","Labour",1327,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East",,"Heule, Cornelis H.S.","Liberal Democrat",300,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East",,"Imam, Hasan A.","Conservative",806,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East","*","Lal, Gurmail S.","Labour",1264,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East","*","Mann, Amritpal S.","Labour",1249,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East",,"Martin, Iain A.","Green",381,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East",,"Quick, Christine M.","Conservative",893,,,,,,,,,,,,,
17,11,"Hounslow",,"Heston East",,"Sachdev, Onkar","Conservative",803,,,,,,,,,,,,,
17,12,"Hounslow",,"Heston West","*","Bath, Rajinder S.","Labour",1409,,,,,,,,,,,,,
17,12,"Hounslow",,"Heston West",,"Braby, Patricia J.","Liberal Democrat",973,,,,,,,,,,,,,
17,12,"Hounslow",,"Heston West",,"Butt, Mohammad S.","Liberal Democrat",881,,,,,,,,,,,,,
17,12,"Hounslow",,"Heston West","*","Dhaliwal, Sukhbir S.","Labour",1223,,,,,,,,,,,,,
17,12,"Hounslow",,"Heston West","*","Hughes, Elizabeth P.","Labour",1219,,,,,,,,,,,,,
